x1,x2,x3,y
0.345584192064786,0.8216181435011584,0.33043707618338714,6.317635389732542
-1.303157231604361,0.9053558666731177,0.4463745723640113,2.0281167103030855
-0.5369532353602852,0.5811181041963531,0.36457239618607573,2.4599493529926035
0.294132496655526,0.02842224131579679,0.5467129866124469,1.372930080743381
-0.7364540870016669,-0.16290994799305278,-0.48211931267997826,-1.571234067633706
0.5988462126346276,0.03972210748165899,-0.2924567509650886,3.218336461494183
-0.7819084623568421,-0.2571922406188707,0.008142180518343508,-2.9001632078450226
-0.2756029052993704,1.2940638143982073,1.0067243153057943,6.934069408191101
-2.7111624789659685,-1.8890132459676727,-0.17477209205516195,-16.39626746864323
-0.42219041157635356,0.2136429974986111,0.21732193102256359,0.9487100010917577
2.1178387550510482,-1.1120207626922813,-0.37760500712699807,1.8076235723496366
2.0427716074923303,0.6467029962018469,0.6630633723762617,10.63518629679245
-0.5140063716874629,-1.6480751708556527,0.16746474422274113,-9.150622012841485
0.10901408782154753,-1.2273520542445742,-0.6832266617805622,-4.891172981754754
-0.07204367972722743,-0.9447516230607774,-0.09826996785221727,-4.1809488108255595
0.09548302746945433,0.03558623705548571,-0.5062916583143148,1.7638033740031054
0.5937480717858228,0.8911669542823284,0.3208483045665637,7.256940040509939
-0.818230227390307,0.7316522837854408,-0.5014400184670523,2.0573423612737387
0.8791606182879853,-1.0717874168774442,0.9144672031287812,-2.112409460701686
-0.02006345461548042,-1.2487488903344155,-0.31389947196684775,-5.432530935827954
0.05410227877154389,0.27279133916445375,-0.9821881249409777,2.530334622396072
-1.107373047165193,0.19958453284708083,-0.46674961687980204,-1.4619979299098602
0.23550561173022522,0.7595195224783792,-1.6487873663509485,6.151146354781675
0.2543881165176173,1.2246469675357323,-0.2975268443704732,8.38976134488441
-0.8108145832375699,0.7522438271795928,0.25344651620814146,0.97319414670227
0.8958830707775604,-0.3452157100512797,-1.4818182737222112,1.0170640390924464
-0.11001076471125099,-0.4458281530112322,0.7753238220475741,-1.6465591052174948
